symbol,name,exchange,isin
GUJRAFFIA,Gujarat Raffia Industries Limited,NSE,INE610B01024
GUJTHEM,Gujarat Themis Biosyn Limited,NSE,INE942C01045
GULFOILLUB,Gulf Oil Lubricants India Limited,NSE,INE635Q01029
GULFPETRO,GP Petroleums Limited,NSE,INE586G01017
GULPOLY,Gulshan Polyols Limited,NSE,INE255D01024
GVKPIL,GVK Power & Infrastructure Limited,NSE,INE251H01024
GVPIL,GE Power India Limited,NSE,INE878A01011
GVPTECH,GVP Infotech Limited,NSE,INE382T01030
GVT&D,GE Vernova T&D India Limited,NSE,INE200A01026
GYFTR,Gyftr Limited,NSE,INE724A01017
HAL,Hindustan Aeronautics Limited,NSE,INE066F01020
HALDER,Halder Venture Limited,NSE,INE115S01010
HALDYNGL,Haldyn Glass Limited,NSE,INE506D01020
HALEOSLABS,HALEOS LABS LIMITED,NSE,INE320X01016
HAMPTON,Hampton Sky Realty Limited,NSE,INE299D01022
HAPPSTMNDS,Happiest Minds Technologies Limited,NSE,INE419U01012
HAPPYFORGE,Happy Forgings Limited,NSE,INE330T01021
HARDWYN,Hardwyn India Limited,NSE,INE626Z01029
HARIOMPIPE,Hariom Pipe Industries Limited,NSE,INE00EV01017
HARRMALAYA,Harrisons  Malayalam Limited,NSE,INE544A01019
HARSHA,Harsha Engineers International Limited,NSE,INE0JUS01029
HATHWAY,Hathway Cable & Datacom Limited,NSE,INE982F01036
HATSUN,Hatsun Agro Product Limited,NSE,INE473B01035
HAVELLS,Havells India Limited,NSE,INE176B01034
HAVISHA,Sri Havisha Hospitality and Infrastructure Limited,NSE,INE293B01029
HAWKINCOOK,Hawkins Cookers Limited,NSE,INE979B01015
HAZOOR,Hazoor Multi Projects Limited,NSE,INE550F01049
HBESD,HB Estate Developers Limited,NSE,INE640B01021
HBLENGINE,HBL Engineering Limited,NSE,INE292B01021
HBPOR,HB Portfolio Limited,NSE,INE638B01025
HBSL,HB Stockholdings Limited,NSE,INE550B01022
HCC,Hindustan Construction Company Limited,NSE,INE549A01026
HCG,Healthcare Global Enterprises Limited,NSE,INE075I01017
HCL-INSYS,HCL Infosystems Limited,NSE,INE236A01020
HCLTECH,HCL Technologies Limited,NSE,INE860A01027
HDBFS,HDB Financial Services Limited,NSE,INE756I01012
HDFCAMC,HDFC Asset Management Company Limited,NSE,INE127D01025
HDFCBANK,HDFC Bank Limited,NSE,INE040A01034
HDFCLIFE,HDFC Life Insurance Company Limited,NSE,INE795G01014
HDIL,Housing Development and Infrastructure Limited,NSE,INE191I01012
HEADSUP,Heads UP Ventures Limited,NSE,INE759V01019
HEALTHX,Health X Platform Limited,NSE,INE019J01013
HECPROJECT,HEC Infra Projects Limited,NSE,INE558R01013
HEG,HEG Limited,NSE,INE545A01024
HEIDELBERG,HeidelbergCement India Limited,NSE,INE578A01017
HEMIPROP,Hemisphere Properties India Limited,NSE,INE0AJG01018
HERANBA,Heranba Industries Limited,NSE,INE694N01015
HERITGFOOD,Heritage Foods Limited,NSE,INE978A01027
HEROMOTOCO,Hero MotoCorp Limited,NSE,INE158A01026
HESTERBIO,Hester Biosciences Limited,NSE,INE782E01017
HEXAGON,Hexagon Nutrition Limited,NSE,INE0JUI01012
HEXATRADEX,Hexa Tradex Limited,NSE,INE750M01017
HEXT,Hexaware Technologies Limited,NSE,INE093A01041
HFCL,HFCL Limited,NSE,INE548A01028
HGINFRA,H.G. Infra Engineering Limited,NSE,INE926X01010
HGM,HandsOn Global Management (HGM) Limited,NSE,INE596H01014
HGS,Hinduja Global Solutions Limited,NSE,INE170I01016
HIKAL,Hikal Limited,NSE,INE475B01022
HILINFRA,Highway Infrastructure Limited,NSE,INE00RL01028
HILTON,Hilton Metal Forging Limited,NSE,INE788H01017
HIMATSEIDE,Himatsingka Seide Limited,NSE,INE049A01027
HINDADH,Hindustan Adhesives Limited,NSE,INE074C01013
HINDALCO,Hindalco Industries Limited,NSE,INE038A01020
HINDALUMI,Hind Aluminium Industries Limited,NSE,INE227B01019
HINDCOMPOS,Hindustan Composites Limited,NSE,INE310C01029
HINDCON,Hindcon Chemicals Limited,NSE,INE642Y01029
HINDCOPPER,Hindustan Copper Limited,NSE,INE531E01026
HINDOILEXP,Hindustan Oil Exploration Company Limited,NSE,INE345A01011
HINDPETRO,Hindustan Petroleum Corporation Limited,NSE,INE094A01015
HINDUNILVR,Hindustan Unilever Limited,NSE,INE030A01027
HINDWAREAP,Hindware Home Innovation Limited,NSE,INE05AN01011
HINDZINC,Hindustan Zinc Limited,NSE,INE267A01025
HIRECT,Hirect Limited,NSE,INE835D01023
HISARMETAL,Hisar Metal Industries Limited,NSE,INE598C01011
HITECH,Hi-Tech Pipes Limited,NSE,INE106T01025
HITECHCORP,Hitech Corporation Limited,NSE,INE120D01012
HITECHGEAR,The Hi-Tech Gears Limited,NSE,INE127B01011
HLEGLAS,HLE Glascoat Limited,NSE,INE461D01028
HLVLTD,HLV LIMITED,NSE,INE102A01024
HMAAGRO,HMA Agro Industries Limited,NSE,INE0ECP01024
HMT,HMT Limited,NSE,INE262A01018
HMVL,Hindustan Media Ventures Limited,NSE,INE871K01015
HNDFDS,Hindustan Foods Limited,NSE,INE254N01026
HOMEFIRST,Home First Finance Company India Limited,NSE,INE481N01025
HONASA,Honasa Consumer Limited,NSE,INE0J5401028
HONAUT,Honeywell Automation India Limited,NSE,INE671A01010
HONDAPOWER,Honda India Power Products Limited,NSE,INE634A01018
HORIZONIND,Horizon Industrial Parks Limited,NSE,INE685T01010
HPAL,HP Adhesives Limited,NSE,INE0GSL01024
HPIL,Hindprakash Industries Limited,NSE,INE05X901010
HPL,HPL Electric & Power Limited,NSE,INE495S01016
HRYNSHP,Hariyana Ship Breakers Limited,NSE,INE400G01011
HSCL,Himadri Speciality Chemical Limited,NSE,INE019C01026
HTMEDIA,HT Media Limited,NSE,INE501G01024
HUBTOWN,Hubtown Limited,NSE,INE703H01016
HUDCO,Housing & Urban Development Corporation Limited,NSE,INE031A01017
HUHTAMAKI,Huhtamaki India Limited,NSE,INE275B01026
HYBRIDFIN,Hybrid Financial Services Limited,NSE,INE965B01022
HYUNDAI,Hyundai Motor India Limited,NSE,INE0V6F01027
IBULLSLTD,Indiabulls Limited,NSE,INE126M01010
ICDSLTD,ICDS Limited,NSE,INE613B01010
ICEMAKE,Ice Make Refrigeration Limited,NSE,INE520Y01019
ICICIAMC,ICICI Prudential Asset Management Company Limited,NSE,INE346A01027
ICICIBANK,ICICI Bank Limited,NSE,INE090A01021
ICICIGI,ICICI Lombard General Insurance Company Limited,NSE,INE765G01017
ICICIPRULI,ICICI Prudential Life Insurance Company Limited,NSE,INE726G01019
ICIL,Indo Count Industries Limited,NSE,INE483B01026
ICRA,ICRA Limited,NSE,INE725G01011
IDBI,IDBI Bank Limited,NSE,INE008A01015
IDEA,Vodafone Idea Limited,NSE,INE669E01016
IDEAFORGE,Ideaforge Technology Limited,NSE,INE349Y01013
IDFCFIRSTB,IDFC First Bank Limited,NSE,INE092T01019
IEX,Indian Energy Exchange Limited,NSE,INE022Q01020
IFBAGRO,IFB Agro Industries Limited,NSE,INE076C01018
IFBIND,IFB Industries Limited,NSE,INE559A01017
IFCI,IFCI Limited,NSE,INE039A01010
IFGLEXPOR,IFGL Refractories Limited,NSE,INE133Y01011
IGARASHI,Igarashi Motors India Limited,NSE,INE188B01013
IGCL,Indogulf Cropsciences Limited,NSE,INE05J901018
IGIL,International Gemological Institute Limited,NSE,INE0Q9301021
IGL,Indraprastha Gas Limited,NSE,INE203G01027
IGPL,IG Petrochemicals Limited,NSE,INE204A01010
IIFL,IIFL Finance Limited,NSE,INE530B01024
IIFLCAPS,IIFL Capital Services Limited,NSE,INE489L01022
IITL,Industrial Investment Trust Limited,NSE,INE886A01014
IKIO,IKIO Technologies Limited,NSE,INE0LOJ01019
IKS,Inventurus Knowledge Solutions Limited,NSE,INE115Q01022
IL&FSENGG,IL&FS Engineering and Construction Company Limited,NSE,INE369I01014
IL&FSTRANS,IL&FS Transportation Networks Limited,NSE,INE975G01012
IMAGICAA,Imagicaaworld Entertainment Limited,NSE,INE172N01012
IMFA,Indian Metals & Ferro Alloys Limited,NSE,INE919H01018
IMPAL,India Motor Parts and Accessories Limited,NSE,INE547E01014
IMPEXFERRO,Impex Ferro Tech Limited,NSE,INE691G01015
INA,Insolation Energy Limited,NSE,INE0LGX01024
INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED,NSE,INE452L01012
INDBANK,Indbank Merchant Banking Services Limited,NSE,INE841B01017
INDGN,Indegene Limited,NSE,INE065X01017
INDHOTEL,The Indian Hotels Company Limited,NSE,INE053A01029
INDIACEM,The India Cements Limited,NSE,INE383A01012
INDIAGLYCO,India Glycols Limited,NSE,INE560A01023
INDIAMART,Indiamart Intermesh Limited,NSE,INE933S01016
INDIANB,Indian Bank,NSE,INE562A01011
INDIANCARD,Indian Card Clothing Company Limited,NSE,INE061A01014
INDIANHUME,Indian Hume Pipe Company Limited,NSE,INE323C01030
INDIASHLTR,India Shelter Finance Corporation Limited,NSE,INE922K01024
INDIGO,InterGlobe Aviation Limited,NSE,INE646L01027
INDIGOPNTS,Indigo Paints Limited,NSE,INE09VQ01012
INDIQUBE,Indiqube Spaces Limited,NSE,INE06ST01018
INDNIPPON,India Nippon Electricals Limited,NSE,INE092B01025
INDOAMIN,Indo Amines Limited,NSE,INE760F01028
INDOBORAX,Indo Borax & Chemicals Limited,NSE,INE803D01021
INDOCO,Indoco Remedies Limited,NSE,INE873D01024
INDOFARM,Indo Farm Equipment Limited,NSE,INE622H01018
INDOKEM,Indokem Limited,NSE,INE716F01012
INDOMIM,INDO-MIM Limited,NSE,INE084101034
INDORAMA,Indo Rama Synthetics (India) Limited,NSE,INE156A01020
INDOSTAR,IndoStar Capital Finance Limited,NSE,INE896L01010
INDOTECH,Indo Tech Transformers Limited,NSE,INE332H01014
INDOTHAI,Indo Thai Securities Limited,NSE,INE337M01021
INDOUS,Indo Us Biotech Limited,NSE,INE250Z01010
INDOWIND,Indowind Energy Limited,NSE,INE227G01018
INDPRUD,Industrial & Prudential Investment Company Limited,NSE,INE620D01011
INDRAMEDCO,Indraprastha Medical Corporation Limited,NSE,INE681B01017
INDSWFTLAB,Ind-Swift Laboratories Limited,NSE,INE915B01019
INDTERRAIN,Indian Terrain Fashions Limited,NSE,INE611L01021
INDUSINDBK,IndusInd Bank Limited,NSE,INE095A01012
INDUSTOWER,Indus Towers Limited,NSE,INE121J01017
INFOBEAN,InfoBeans Technologies Limited,NSE,INE344S01016
INFOMEDIA,Infomedia Press Limited,NSE,INE669A01022
INFY,Infosys Limited,NSE,INE009A01021
INGERRAND,Ingersoll Rand (India) Limited,NSE,INE177A01018
INNOVACAP,Innova Captab Limited,NSE,INE0DUT01020
INNOVANA,Innovana Thinklabs Limited,NSE,INE403Y01018
INNOVISION,Innovision Limited,NSE,INE0ADB01012
INOXGREEN,Inox Green Energy Services Limited,NSE,INE510W01014
INOXINDIA,INOX India Limited,NSE,INE616N01034
INOXWIND,Inox Wind Limited,NSE,INE066P01011
INSECTICID,Insecticides (India) Limited,NSE,INE070I01018
INSPIRISYS,Inspirisys Solutions Limited,NSE,INE020G01017
INTELLECT,Intellect Design Arena Limited,NSE,INE306R01017
INTENTECH,Intense Technologies Limited,NSE,INE781A01025
INTERARCH,Interarch Building Solutions Limited,NSE,INE00M901018
INTLCONV,International Conveyors Limited,NSE,INE575C01027
INVENTURE,Inventure Growth & Securities Limited,NSE,INE878H01024
INVPRECQ,Investment & Precision Castings Limited,NSE,INE155E01016
IOB,Indian Overseas Bank,NSE,INE565A01014
IOC,Indian Oil Corporation Limited,NSE,INE242A01010
IOLCP,IOL Chemicals and Pharmaceuticals Limited,NSE,INE485C01029
IONEXCHANG,ION Exchange (India) Limited,NSE,INE570A01022
IPCALAB,IPCA Laboratories Limited,NSE,INE571A01038
IPL,India Pesticides Limited,NSE,INE0D6701023
IPRINGLTD,IP Rings Limited,NSE,INE558A01019
IRB,IRB Infrastructure Developers Limited,NSE,INE821I01022
IRCON,Ircon International Limited,NSE,INE962Y01021
IRCTC,Indian Railway Catering And Tourism Corporation Limited,NSE,INE335Y01020
IREDA,Indian Renewable Energy Development Agency Limited,NSE,INE202E01016
IRFC,Indian Railway Finance Corporation Limited,NSE,INE053F01010
IRIS,IRIS RegTech Solutions Limited,NSE,INE864K01010
IRISDOREME,Iris Clothings Limited,NSE,INE01GN01025
IRMENERGY,IRM Energy Limited,NSE,INE07U701015
ISFT,Intrasoft Technologies Limited,NSE,INE566K01011
ISGEC,Isgec Heavy Engineering Limited,NSE,INE858B01029
ISHANCH,Ishan Dyes and Chemicals Limited,NSE,INE561M01018
ISTLTD,I S T Limited,NSE,INE684B01029
ITC,ITC Limited,NSE,INE154A01025
ITCHOTELS,ITC Hotels Limited,NSE,INE379A01028
ITDC,India Tourism Development Corporation Limited,NSE,INE353K01014
ITI,ITI Limited,NSE,INE248A01017
ITL,ITL Industries Limited,NSE,INE478D01014
IVALUE,Ivalue Infosolutions Limited,NSE,INE056801025
IVC,IL&FS Investment Managers Limited,NSE,INE050B01023
IVP,IVP Limited,NSE,INE043C01018
IWP,The Indian Wood Products Company Limited,NSE,INE586E01020
IXIGO,Le Travenues Technology Limited,NSE,INE0HV901016
IZMO,IZMO Limited,NSE,INE848A01014
J&KBANK,The Jammu & Kashmir Bank Limited,NSE,INE168A01041
JAGRAN,Jagran Prakashan Limited,NSE,INE199G01027
JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,NSE,INE048B01035
JAIBALAJI,Jai Balaji Industries Limited,NSE,INE091G01026
JAICORPLTD,Jai Corp Limited,NSE,INE070D01027
JAINREC,Jain Resource Recycling Limited,NSE,INE0YD401026
JAIPURKURT,Nandani Creation Limited,NSE,INE696V01013
JAMNAAUTO,Jamna Auto Industries Limited,NSE,INE039C01032
JARO,Jaro Institute of Technology Management and Research Limited,NSE,INE00YJ01010
JASH,Jash Engineering Limited,NSE,INE039O01029
JAYAGROGN,Jayant Agro Organics Limited,NSE,INE785A01026
JAYBARMARU,Jay Bharat Maruti Limited,NSE,INE571B01036
JAYKAY,Jaykay Enterprises Limited,NSE,INE903A01025
JAYNECOIND,Jayaswal Neco Industries Limited,NSE,INE854B01010
JAYSREETEA,Jayshree Tea & Industries Limited,NSE,INE364A01020
JBMA,JBM Auto Limited,NSE,INE927D01051
JENBURPH,Jenburkt Pharmaceuticals Limited,NSE,INE354A01013
JETFREIGHT,Jet Freight Logistics Limited,NSE,INE982V01025
JGCHEM,J.G.Chemicals Limited,NSE,INE0MB501011
JHS,JHS Svendgaard Laboratories Limited,NSE,INE544H01014
JINDALPHOT,Jindal Photo Limited,NSE,INE796G01012
JINDALPOLY,Jindal Poly Films Limited,NSE,INE197D01010
JINDALSAW,Jindal Saw Limited,NSE,INE324A01032
JINDALSTEL,JINDAL STEEL LIMITED,NSE,INE749A01030
JINDRILL,Jindal Drilling And Industries Limited,NSE,INE742C01031
JINDWORLD,Jindal Worldwide Limited,NSE,INE247D01039
JIOFIN,Jio Financial Services Limited,NSE,INE758E01017
JISLDVREQS,Jain Irrigation Systems Limited,NSE,IN9175A01010
JISLJALEQS,Jain Irrigation Systems Limited,NSE,INE175A01038
JITFINFRA,JITF Infralogistics Limited,NSE,INE863T01013
JKCEMENT,JK Cement Limited,NSE,INE823G01014
JKIL,J.Kumar Infraprojects Limited,NSE,INE576I01022
JKIPL,Jinkushal Industries Limited,NSE,INE1FF001016
JKLAKSHMI,JK Lakshmi Cement Limited,NSE,INE786A01032
JKPAPER,JK Paper Limited,NSE,INE789E01012
JKTYRE,JK Tyre & Industries Limited,NSE,INE573A01042
JLHL,Jupiter Life Line Hospitals Limited,NSE,INE682M01020
JMA,Jullundur Motor Agency (Delhi) Limited,NSE,INE412C01023
JMFINANCIL,JM Financial Limited,NSE,INE780C01023
JNKINDIA,JNK India Limited,NSE,INE0OAF01028
JNPR,Juniper Green Energy Limited,NSE,INE05C901015
JOCIL,Jocil Limited,NSE,INE839G01010
JPOLYINVST,Jindal Poly Investment and Finance Company Limited,NSE,INE147P01019
JPPOWER,Jaiprakash Power Ventures Limited,NSE,INE351F01018
JSFB,Jana Small Finance Bank Limited,NSE,INE953L01027
JSL,Jindal Stainless Limited,NSE,INE220G01021
JSLL,Jeena Sikho Lifecare Limited,NSE,INE0J5801029
JSWCEMENT,JSW Cement Limited,NSE,INE718I01012
JSWDULUX,JSW Dulux Limited,NSE,INE133A01011
JSWENERGY,JSW Energy Limited,NSE,INE121E01018
JSWHL,JSW Holdings Limited,NSE,INE824G01012
JSWINFRA,JSW Infrastructure Limited,NSE,INE880J01026
JSWSTEEL,JSW Steel Limited,NSE,INE019A01038
JTEKTINDIA,Jtekt India Limited,NSE,INE643A01035
JTLIND,JTL INDUSTRIES LIMITED,NSE,INE391J01032
JUBLCPL,Jubilant Agri and Consumer Products Limited,NSE,INE03CC01015
JUBLFOOD,Jubilant Foodworks Limited,NSE,INE797F01020
JUBLINGREA,Jubilant Ingrevia Limited,NSE,INE0BY001018
JUBLPHARMA,Jubilant Pharmova Limited,NSE,INE700A01033
JUNIPER,Juniper Hotels Limited,NSE,INE696F01016
JUSTDIAL,Just Dial Limited,NSE,INE599M01018
JWL,Jupiter Wagons Limited,NSE,INE209L01016
JYOTHYLAB,Jyothy Labs Limited,NSE,INE668F01031
JYOTICNC,Jyoti CNC Automation Limited,NSE,INE980O01024
JYOTIRES,Jyoti Resins & Adhesives Limited,NSE,INE577D01013
JYOTISTRUC,Jyoti Structures Limited,NSE,INE197A01024
KABRAEXTRU,Kabra Extrusion Technik Limited,NSE,INE900B01029
KAJARIACER,Kajaria Ceramics Limited,NSE,INE217B01036
KAKATCEM,Kakatiya Cement Sugar & Industries Limited,NSE,INE437B01014
KALAMANDIR,Sai Silks (Kalamandir) Limited,NSE,INE438K01021
KALPATARU,Kalpataru Limited,NSE,INE227J01012
KALYANI,Kalyani Commercials Limited,NSE,INE610E01010
KALYANIFRG,Kalyani Forge Limited,NSE,INE314G01014
KALYANKJIL,Kalyan Jewellers India Limited,NSE,INE303R01014
KAMAHOLD,Kama Holdings Limited,NSE,INE411F01010
KAMANWALA,Kamanwala Housing Construction Limited,NSE,INE344D01018
KAMATHOTEL,Kamat Hotels (I) Limited,NSE,INE967C01018
KAMDHENU,Kamdhenu Limited,NSE,INE390H01020
KAMOPAINTS,Kamdhenu Ventures Limited,NSE,INE0BTI01037
KANANIIND,Kanani Industries Limited,NSE,INE879E01037
KANCHI,Kanchi Karpooram Limited,NSE,INE081G01019
KANCOTEA,Kanco Tea & Industries Limited,NSE,INE398L01017
KANORICHEM,Kanoria Chemicals & Industries Limited,NSE,INE138C01024
KANPRPLA,Kanpur Plastipack Limited,NSE,INE694E01014
KANSAINER,Kansai Nerolac Paints Limited,NSE,INE531A01024
KAPSTON,Kapston Services Limited,NSE,INE542Z01028
KARMAENG,Karma Energy Limited,NSE,INE725L01011
KARURVYSYA,Karur Vysya Bank Limited,NSE,INE036D01028
KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,NSE,INE234I01028
KAVDEFENCE,Kavveri Defence & Wireless Technologies Limited,NSE,INE641C01019
KAYA,Kaya Limited,NSE,INE587G01015
KAYNES,Kaynes Technology India Limited,NSE,INE918Z01012
KCP,KCP Limited,NSE,INE805C01028
KCPSUGIND,KCP Sugar and Industries Corporation Limited,NSE,INE790B01024
KDDL,KDDL Limited,NSE,INE291D01011
KEC,KEC International Limited,NSE,INE389H01022
KECL,Kirloskar Electric Company Limited,NSE,INE134B01017
KEEPLEARN,DSJ Keep Learning Limited,NSE,INE055C01020
KEI,KEI Industries Limited,NSE,INE878B01027
KELLTONTEC,Kellton Tech Solutions Limited,NSE,INE164B01030
KENNAMET,Kennametal India Limited,NSE,INE717A01029
KERNEX,Kernex Microsystems (India) Limited,NSE,INE202H01019
KESORAMIND,Kesoram Industries Limited,NSE,INE087A01019
KEYFINSERV,Keynote Financial Services Limited,NSE,INE681C01015
KFINTECH,Kfin Technologies Limited,NSE,INE138Y01010
KHADIM,Khadim India Limited,NSE,INE834I01025
KHAICHEM,Khaitan Chemicals & Fertilizers Limited,NSE,INE745B01028
KHAITANLTD,Khaitan (India) Limited,NSE,INE731C01018
KHANDSE,Khandwala Securities Limited,NSE,INE060B01014
KICL,Kalyani Investment Company Limited,NSE,INE029L01018
KILITCH,Kilitch Drugs (India) Limited,NSE,INE729D01010
KIMS,Krishna Institute of Medical Sciences Limited,NSE,INE967H01025
KINGFA,Kingfa Science & Technology (India) Limited,NSE,INE473D01015
KIOCL,KIOCL Limited,NSE,INE880L01014
KIRANVYPAR,Kiran Vyapar Limited,NSE,INE555P01013
KIRIINDUS,Kiri Industries Limited,NSE,INE415I01015
KIRLFER,Kirloskar Ferrous Industries Limited,NSE,INE884B01025
KIRLOSBROS,Kirloskar Brothers Limited,NSE,INE732A01036
KIRLOSENG,Kirloskar Oil Engines Limited,NSE,INE146L01010
KIRLOSIND,Kirloskar Industries Limited,NSE,INE250A01039
KIRLPNU,Kirloskar Pneumatic Company Limited,NSE,INE811A01038
KISSHT,OnEMI Technology Solutions Limited,NSE,INE12F801023
KITEX,Kitex Garments Limited,NSE,INE602G01020
KJMCFIN,KJMC Financial Services Limited,NSE,INE533C01018
KKCL,Kewal Kiran Clothing Limited,NSE,INE401H01017
KLBRENG-B,Kilburn Engineering Limited,NSE,INE338F01015
KMCSHIL,K M C Speciality Hospitals (India) Limited,NSE,INE879K01018
KMEW,Knowledge Marine & Engineering Works Limited,NSE,INE0CJD01029
KMSUGAR,K.M.Sugar Mills Limited,NSE,INE157H01023
KNACK,Knack Packaging Limited,NSE,INE17QZ01016
KNAGRI,KN Agri Resources Limited,NSE,INE0KNW01016
KNRCON,KNR Constructions Limited,NSE,INE634I01029
KOHINOOR,Kohinoor Foods Limited,NSE,INE080B01012
KOKUYOCMLN,Kokuyo Camlin Limited,NSE,INE760A01029
KOLTEPATIL,Kolte - Patil Developers Limited,NSE,INE094I01018
KOPRAN,Kopran Limited,NSE,INE082A01010
KOTAKBANK,Kotak Mahindra Bank Limited,NSE,INE237A01036
KOTARISUG,Kothari Sugars And Chemicals Limited,NSE,INE419A01022
KOTHARIPET,Kothari Petrochemicals Limited,NSE,INE720A01015
KOTHARIPRO,Kothari Products Limited,NSE,INE823A01017
KOTIC,Kothari Industrial Corporation Limited,NSE,INE972A01020
KOTYARK,Kotyark Industries Limited,NSE,INE0J0B01017
KOVAI,Kovai Medical Center & Hospital Limited,NSE,INE177F01017
KPEL,K.P. Energy Limited,NSE,INE127T01021
KPIGREEN,KPI Green Energy Limited,NSE,INE542W01025
KPIL,Kalpataru Projects International Limited,NSE,INE220B01022
KPITTECH,KPIT Technologies Limited,NSE,INE04I401011
KPL,Kwality Pharmaceuticals Limited,NSE,INE552U01010
KPRMILL,K.P.R. Mill Limited,NSE,INE930H01031
KRBL,KRBL Limited,NSE,INE001B01026
KREBSBIO,Krebs Biochemicals and Industries Limited,NSE,INE268B01013
KRIDHANINF,Kridhan Infra Limited,NSE,INE524L01026
KRISHANA,Krishana Phoschem Limited,NSE,INE506W01020
KRISHIVAL,Krishival Foods Limited,NSE,INE0GGO01015
KRISHNADEF,Krishna Defence And Allied Industries Limited,NSE,INE0J5601015
KRITI,Kriti Industries (India) Limited,NSE,INE479D01038
KRITIKA,Kritika Wires Limited,NSE,INE00Z501029
KRITINUT,Kriti Nutrients Limited,NSE,INE798K01010
KRN,KRN Heat Exchanger and Refrigeration Limited,NSE,INE0Q3J01015
KRONOX,Kronox Lab Sciences Limited,NSE,INE0ATZ01017
KROSS,Kross Limited,NSE,INE0O6601022
KRSNAA,Krsnaa Diagnostics Limited,NSE,INE08LI01020
KRYSTAL,Krystal Integrated Services Limited,NSE,INE0QN801017
KSB,Ksb Limited,NSE,INE999A01023
KSCL,Kaveri Seed Company Limited,NSE,INE455I01029
KSE,KSE Limited,NSE,INE953E01022
KSHINTL,KSH International Limited,NSE,INE987S01020
KSHITIJ-RE,Kshitij Polyline Ltd-RE,NSE,INE013820027
KSHITIJPOL,Kshitij Polyline Limited,NSE,INE013801027
KSL,Kalyani Steels Limited,NSE,INE907A01026
KSOLVES,Ksolves India Limited,NSE,INE0D6I01023
KSR,KSR Footwear Limited,NSE,INE1SPP01016
KTKBANK,The Karnataka Bank Limited,NSE,INE614B01018
KUANTUM,Kuantum Papers Limited,NSE,INE529I01021
KUSUMGAR,Kusumgar Limited,NSE,INE0ISX01025
KWIL,Kwality Wall's (India) Limited,NSE,INE2KCE01013
LADDERUP,Ladderup Finance Limited,NSE,INE519D01015
LAGNAM,Lagnam Spintex Limited,NSE,INE548Z01017
LAHOTIOV,Lahoti Overseas Limited,NSE,INE515C01023
LAKPRE,Lakshmi Precision Screws Limited,NSE,INE651C01018
LAKSHMIMIL,Lakshmi Mills Company Limited,NSE,INE938C01019
LAL,Lorenzini Apparels Limited,NSE,INE740X01023
LALITHAA,Lalithaa Jewellery Mart Limited,NSE,INE0K9O01026
LALPATHLAB,Dr. Lal Path Labs Ltd.,NSE,INE600L01024
LAMBODHARA,Lambodhara Textiles Limited,NSE,INE112F01022
LANCER,Lancer Container Lines Limited,NSE,INE359U01028
LANCORHOL,Lancor Holdings Limited,NSE,INE572G01025
LANDMARK,Landmark Cars Limited,NSE,INE559R01029
LANDSMILL,Landsmill Green Limited,NSE,INE688J01023
LAOPALA,La Opala RG Limited,NSE,INE059D01020
LASA,Lasa Supergenerics Limited,NSE,INE670X01014
LASERPOWER,Laser Power & Infra Limited,NSE,INE17IR01028
LATENTVIEW,Latent View Analytics Limited,NSE,INE0I7C01011
LATTEYS,Latteys Industries Limited,NSE,INE262Z01023
LAURUSLABS,Laurus Labs Limited,NSE,INE947Q01028
LAXMICOT,Laxmi Cotspin Limited,NSE,INE801V01019
LAXMIDENTL,Laxmi Dental Limited,NSE,INE0WO601020
LAXMIINDIA,Laxmi India Finance Limited,NSE,INE06WU01026
LCCINFOTEC,LCC Infotech Limited,NSE,INE938A01021
LCL,Lohia Corp Limited,NSE,INE0QJW01029
LEAPIND,LEAP India Limited,NSE,INE00GO01025
LEENEE,Lee & Nee Softwares Exports Limited,NSE,INE791B01014
LEMERITE,Le Merite Exports Limited,NSE,INE0G1L01025
LEMONTREE,Lemon Tree Hotels Limited,NSE,INE970X01018
LENSKART,Lenskart Solutions Limited,NSE,INE956O01016
LEXUS,Lexus Granito (India) Limited,NSE,INE500X01013
LFIC,Lakshmi Finance & Industrial Corporation Limited,NSE,INE850E01012
LGBBROSLTD,LG Balakrishnan & Bros Limited,NSE,INE337A01034
LGEINDIA,LG Electronics India Limited,NSE,INE324D01010
LGHL,Laxmi Goldorna House Limited,NSE,INE258Y01016
LIBAS,Libas Consumer Products Limited,NSE,INE908V01012
LIBERTSHOE,Liberty Shoes Limited,NSE,INE557B01019
LICHSGFIN,LIC Housing Finance Limited,NSE,INE115A01026
LICI,Life Insurance Corporation Of India,NSE,INE0J1Y01017
LIKHITHA,Likhitha Infrastructure Limited,NSE,INE060901027
LINC,Linc Limited,NSE,INE802B01027
LINCOLN,Lincoln Pharmaceuticals Limited,NSE,INE405C01035
LINDEINDIA,Linde India Limited,NSE,INE473A01011
LKPSEC,LKP Securities Limited,NSE,INE341H01023
LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED,NSE,INE093R01011
LLOYDSENT,Lloyds Enterprises Limited,NSE,INE080I01025
LLOYDSME,Lloyds Metals And Energy Limited,NSE,INE281B01032
LMW,LMW Limited,NSE,INE269B01029
LODHA,Lodha Developers Limited,NSE,INE670K01029
LOKESHMACH,Lokesh Machines Limited,NSE,INE397H01017
