symbol,name,exchange,isin
SVGLOBAL,S V Global Mill Limited,NSE,INE159L01013
SVLL,Shree Vasu Logistics Limited,NSE,INE00CE01017
SVPGLOB,SVP GLOBAL TEXTILES LIMITED,NSE,INE308E01029
SWANCORP,SWAN CORP LIMITED,NSE,INE665A01038
SWANDEF,Swan Defence and Heavy Industries Limited,NSE,INE542F01020
SWARAJ,Swaraj Suiting Limited,NSE,INE0GMR01016
SWARAJENG,Swaraj Engines Limited,NSE,INE277A01016
SWARNSAR,Swarnsarita Jewels India Limited,NSE,INE967A01012
SWELECTES,Swelect Energy Systems Limited,NSE,INE409B01013
SWIGGY,Swiggy Limited,NSE,INE00H001014
SWISSMLTRY,Swiss Military Consumer Goods Limited,NSE,INE010C01025
SWSOLAR,Sterling and Wilson Renewable Energy Limited,NSE,INE00M201021
SYMPHONY,Symphony Limited,NSE,INE225D01027
SYNCOMF,Syncom Formulations (India) Limited,NSE,INE312C01025
SYNGENE,Syngene International Limited,NSE,INE398R01022
SYRMA,Syrma SGS Technology Limited,NSE,INE0DYJ01015
SYSTMTXC,Systematix Corporate Services Limited,NSE,INE356B01024
TAALTECH,Taal Tech Limited,NSE,INE524T01011
TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,NSE,INE123C01018
TAJGVK,Taj GVK Hotels & Resorts Limited,NSE,INE586B01026
TAKE,TAKE Limited,NSE,INE142I01023
TALBROAUTO,Talbros Automotive Components Limited,NSE,INE187D01029
TAMBOLIIN,Tamboli Industries Limited,NSE,INE864J01012
TANAA,Taneja Aerospace & Aviation Limited,NSE,INE692C01020
TANLA,Tanla Platforms Limited,NSE,INE483C01032
TARACHAND,Tara Chand InfraLogistic Solutions Limited,NSE,INE555Z01020
TARAPUR,Tarapur Transformers Limited,NSE,INE747K01017
TARC,TARC Limited,NSE,INE0EK901012
TARIL,Transformers And Rectifiers (India) Limited,NSE,INE763I01026
TARMAT,Tarmat Limited,NSE,INE924H01018
TARSONS,Tarsons Products Limited,NSE,INE144Z01023
TASTYBITE,Tasty Bite Eatables Limited,NSE,INE488B01017
TATACAP,Tata Capital Limited,NSE,INE976I01016
TATACHEM,Tata Chemicals Limited,NSE,INE092A01019
TATACOMM,Tata Communications Limited,NSE,INE151A01013
TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,NSE,INE192A01025
TATAELXSI,Tata Elxsi Limited,NSE,INE670A01012
TATAINVEST,Tata Investment Corporation Limited,NSE,INE672A01026
TATAPOWER,Tata Power Company Limited,NSE,INE245A01021
TATASTEEL,Tata Steel Limited,NSE,INE081A01020
TATATECH,Tata Technologies Limited,NSE,INE142M01025
TATVA,Tatva Chintan Pharma Chem Limited,NSE,INE0GK401011
TBOTEK,TBO Tek Limited,NSE,INE673O01025
TBZ,Tribhovandas Bhimji Zaveri Limited,NSE,INE760L01018
TCC,TCC Concept Limited,NSE,INE887D01016
TCI,Transport Corporation of India Limited,NSE,INE688A01022
TCIEXP,TCI Express Limited,NSE,INE586V01016
TCIFINANCE,TCI Finance Limited,NSE,INE911B01018
TCPLPACK,TCPL Packaging Limited,NSE,INE822C01015
TCS,Tata Consultancy Services Limited,NSE,INE467B01029
TDPOWERSYS,TD Power Systems Limited,NSE,INE419M01035
TEAMGTY,Team India Guaranty Limited,NSE,INE289C01025
TEAMLEASE,Teamlease Services Limited,NSE,INE985S01024
TECHM,Tech Mahindra Limited,NSE,INE669C01036
TECHNOCRAF,Technocraft Ventures Limited,NSE,INE1D0W01018
TECHNOE,Techno Electric & Engineering Company Limited,NSE,INE285K01026
TECHNVISN,TechNVision Ventures Limited,NSE,INE314H01012
TECILCHEM,TECIL Chemicals and Hydro Power Limited,NSE,INE014B01011
TEGA,Tega Industries Limited,NSE,INE011K01018
TEJASNET,Tejas Networks Limited,NSE,INE010J01012
TEMBO,Tembo Global Industries Limited,NSE,INE869Y01028
TENNIND,Tenneco Clean Air India Limited,NSE,INE19RI01016
TERAI,Terai Tea Company Limited,NSE,INE390D01011
TERASOFT,Tera Software Limited,NSE,INE482B01010
TEXINFRA,Texmaco Infrastructure & Holdings Limited,NSE,INE435C01024
TEXMOPIPES,Texmo Pipes and Products Limited,NSE,INE141K01013
TEXRAIL,Texmaco Rail & Engineering Limited,NSE,INE621L01012
TFCILTD,Tourism Finance Corporation of India Limited,NSE,INE305A01023
TFL,Transwarranty Finance Limited,NSE,INE804H01012
TGBHOTELS,TGB Banquets And Hotels Limited,NSE,INE797H01018
TGVSL,TGV Sraac Limited,NSE,INE284B01028
THACKER,Thacker & Company Limited,NSE,INE077P01034
THAKDEV,Thakkers Developers Limited,NSE,INE403F01017
THANGAMAYL,Thangamayil Jewellery Limited,NSE,INE085J01014
THEINVEST,The Investment Trust Of India Limited,NSE,INE924D01017
THEJO,Thejo Engineering Limited,NSE,INE121N01019
THELEELA,Leela Palaces Hotels & Resorts Limited,NSE,INE0AQ201015
THEMISMED,Themis Medicare Limited,NSE,INE083B01024
THERMAX,Thermax Limited,NSE,INE152A01029
THOMASCOOK,Thomas Cook  (India)  Limited,NSE,INE332A01027
THOMASCOTT,Thomas Scott (India) Limited,NSE,INE480M01011
THYROCARE,Thyrocare Technologies Limited,NSE,INE594H01019
TI,Tilaknagar Industries Limited,NSE,INE133E01013
TICL,Twamev Construction and Infrastructure Limited,NSE,INE388G01026
TIGERLOGS,Tiger Logistics (India) Limited,NSE,INE906O01029
TIIL,Technocraft Industries (India) Limited,NSE,INE545H01011
TIINDIA,Tube Investments of India Limited,NSE,INE974X01010
TIJARIA,Tijaria Polypipes Limited,NSE,INE440L01017
TIL,TIL Limited,NSE,INE806C01018
TIMETECHNO,Time Technoplast Limited,NSE,INE508G01029
TIMEX,Timex Group India Limited,NSE,INE064A01026
TIMKEN,Timken India Limited,NSE,INE325A01013
TINNARUBR,Tinna Rubber and Infrastructure Limited,NSE,INE015C01016
TIPSFILMS,Tips Films Limited,NSE,INE0LQS01015
TIPSMUSIC,Tips Music Limited,NSE,INE716B01029
TIRUMALCHM,Thirumalai Chemicals Limited,NSE,INE338A01024
TIRUPATIFL,Tirupati Forge Limited,NSE,INE319Y01024
TITAGARH,TITAGARH RAIL SYSTEMS LIMITED,NSE,INE615H01020
TITAN,Titan Company Limited,NSE,INE280A01028
TMB,Tamilnad Mercantile Bank Limited,NSE,INE668A01016
TMCV,Tata Motors Limited,NSE,INE1TAE01010
TMPV,Tata Motors Passenger Vehicles Limited,NSE,INE155A01022
TNPETRO,Tamilnadu PetroProducts Limited,NSE,INE148A01019
TNPL,Tamil Nadu Newsprint & Papers Limited,NSE,INE107A01015
TNTELE,Tamilnadu Telecommunication Limited,NSE,INE141D01018
TOKYOPLAST,Tokyo Plast International Limited,NSE,INE932C01012
TOLINS,Tolins Tyres Limited,NSE,INE0RWQ01014
TORNTPHARM,Torrent Pharmaceuticals Limited,NSE,INE685A01028
TORNTPOWER,Torrent Power Limited,NSE,INE813H01021
TOTAL,Total Transport Systems Limited,NSE,INE336X01012
TOUCHWOOD,Touchwood Entertainment Limited,NSE,INE486Y01013
TOYAMSL,Toyam Sports Limited,NSE,INE457P01020
TPHQ,Teamo Productions HQ Limited,NSE,INE065J01024
TPLPLASTEH,TPL Plastech Limited,NSE,INE413G01022
TRACXN,Tracxn Technologies Limited,NSE,INE0HMF01019
TRANSCOR,Transcorp International Limited,NSE,INE330E01023
TRANSPEK,Transpek Industry Limited,NSE,INE687A01016
TRANSRAILL,Transrail Lighting Limited,NSE,INE454P01035
TRANSWORLD,TRANSWORLD SHIPPING LINES LIMITED,NSE,INE757B01015
TRAVELFOOD,Travel Food Services Limited,NSE,INE103V01028
TREEHOUSE,Tree House Education & Accessories Limited,NSE,INE040M01013
TREJHARA,TREJHARA SOLUTIONS LIMITED,NSE,INE00CA01015
TREL,Transindia Real Estate Limited,NSE,INE0O3901029
TRENT,Trent Limited,NSE,INE849A01020
TRF,TRF Limited,NSE,INE391D01019
TRIDENT,Trident Limited,NSE,INE064C01022
TRIGYN,Trigyn Technologies Limited,NSE,INE948A01012
TRITONV,Triton Valves Limited,NSE,INE440G01017
TRITURBINE,Triveni Turbine Limited,NSE,INE152M01016
TRIVENI,Triveni Engineering & Industries Limited,NSE,INE256C01024
TRU,TruCap Finance Limited,NSE,INE615R01029
TRUALT,TruAlt Bioenergy Limited,NSE,INE0MWH01014
TSFINV,TSF INVESTMENTS LIMITED,NSE,INE202Z01029
TTKHLTCARE,TTK Healthcare Limited,NSE,INE910C01018
TTKPRESTIG,TTK Prestige Limited,NSE,INE690A01028
TTL,T T Limited,NSE,INE592B01024
TTML,Tata Teleservices (Maharashtra) Limited,NSE,INE517B01013
TURTLEMINT,Turtlemint Fintech Solutions Limited,NSE,INE0OC301013
TUTIALKA,Tuticorin Alkali Chemicals & Fertilizers Limited,NSE,INE400A01014
TVSELECT,TVS Electronics Limited,NSE,INE236G01019
TVSHLTD,TVS Holdings Limited,NSE,INE105A01035
TVSMOTOR,TVS Motor Company Limited,NSE,INE494B01023
TVSSCS,TVS Supply Chain Solutions Limited,NSE,INE395N01027
TVSSRICHAK,TVS Srichakra Limited,NSE,INE421C01016
TVTODAY,TV Today Network Limited,NSE,INE038F01029
TVVISION,TV Vision Limited,NSE,INE871L01013
UBL,United Breweries Limited,NSE,INE686F01025
UCAL,UCAL LIMITED,NSE,INE139B01016
UCOBANK,UCO Bank,NSE,INE691A01018
UDAYJEW,Uday Jewellery Industries Limited,NSE,INE551B01012
UDS,Updater Services Limited,NSE,INE851I01011
UEL,Ujaas Energy Limited,NSE,INE899L01030
UFBL,United Foodbrands Limited,NSE,INE382M01027
UFLEX,UFLEX Limited,NSE,INE516A01017
UFO,UFO Moviez India Limited,NSE,INE527H01019
UGARSUGAR,The Ugar Sugar Works Limited,NSE,INE071E01023
UGROCAP,Ugro Capital Limited,NSE,INE583D01011
UJJIVANSFB,Ujjivan Small Finance Bank Limited,NSE,INE551W01018
ULTRACEMCO,UltraTech Cement Limited,NSE,INE481G01011
ULTRAMAR,Ultramarine & Pigments Limited,NSE,INE405A01021
UMAEXPORTS,Uma Exports Limited,NSE,INE0GIU01018
UMESLTD,Usha Martin Education & Solutions Limited,NSE,INE240C01028
UMIYA-MRO,UMIYA BUILDCON LIMITED,NSE,INE398B01018
UNICHEMLAB,Unichem Laboratories Limited,NSE,INE351A01035
UNIDT,United Drilling Tools Limited,NSE,INE961D01019
UNIECOM,Unicommerce Esolutions Limited,NSE,INE00U401027
UNIENTER,Uniphos Enterprises Limited,NSE,INE037A01022
UNIINFO,Uniinfo Telecom Services Limited,NSE,INE481Z01011
UNIMECH,Unimech Aerospace and Manufacturing Limited,NSE,INE0U3I01011
UNIONBANK,Union Bank of India,NSE,INE692A01016
UNIPARTS,Uniparts India Limited,NSE,INE244O01017
UNITDSPR,United Spirits Limited,NSE,INE854D01024
UNITECH,Unitech Limited,NSE,INE694A01020
UNITEDPOLY,United Polyfab Gujarat Limited,NSE,INE368U01029
UNITEDTEA,The United Nilgiri Tea Estates Company Limited,NSE,INE458F01011
UNIVASTU,Univastu India Limited,NSE,INE562X01013
UNIVCABLES,Universal Cables Limited,NSE,INE279A01012
UNIVPHOTO,Universus Photo Imagings Limited,NSE,INE03V001013
UNOMINDA,UNO Minda Limited,NSE,INE405E01023
UPHOT,U P Hotels Limited,NSE,INE726E01014
UPL,UPL Limited,NSE,INE628A01036
URAVIDEF,Uravi Defence and Technology Limited,NSE,INE568Z01015
URBANCO,Urban Company Limited,NSE,INE0CAZ01013
URJA,Urja Global Limited,NSE,INE550C01020
USHAMART,Usha Martin Limited,NSE,INE228A01035
USK,Udayshivakumar Infra Limited,NSE,INE0N0Y01013
UTIAMC,UTI Asset Management Company Limited,NSE,INE094J01016
UTKARSHBNK,Utkarsh Small Finance Bank Limited,NSE,INE735W01017
UTLSOLAR,Fujiyama Power Systems Limited,NSE,INE12UR01024
UTTAMSUGAR,Uttam Sugar Mills Limited,NSE,INE786F01031
UYFINCORP,U. Y. Fincorp Limited,NSE,INE152C01025
V2RETAIL,V2 Retail Limited,NSE,INE945H01021
VADILALIND,Vadilal Industries Limited,NSE,INE694D01016
VADILENT,Vadilal Enterprises Limited,NSE,INE693D01018
VAIBHAVGBL,Vaibhav Global Limited,NSE,INE884A01027
VAISHALI,Vaishali Pharma Limited,NSE,INE972X01022
VAKRANGEE,Vakrangee Limited,NSE,INE051B01021
VALIANTLAB,Valiant Laboratories Limited,NSE,INE0JWS01017
VALIANTORG,Valiant Organics Limited,NSE,INE565V01010
VAML,Vedanta Aluminium Metal Limited,NSE,INE1CDF01017
VARDHACRLC,Vardhman Acrylics Limited,NSE,INE116G01013
VARDMNPOLY,Vardhman Polytex Limited,NSE,INE835A01029
VARROC,Varroc Engineering Limited,NSE,INE665L01035
VASCONEQ,Vascon Engineers Limited,NSE,INE893I01013
VASUPRADA,Shri Vasuprada Plantations Limited,NSE,INE574G01013
VASWANI,Vaswani Industries Limited,NSE,INE590L01019
VBL,Varun Beverages Limited,NSE,INE200M01039
VCL,Vaxtex Cotfab Limited,NSE,INE098201036
VEDAVAAG,VEDAVAAG Systems Limited,NSE,INE359B01010
VEDL,Vedanta Limited,NSE,INE205A01025
VEDPOWER,Vedanta Power Limited,NSE,INE694L01019
VEEDOL,Veedol Corporation Limited,NSE,INE484C01030
VELJAN,Veljan Denison Limited,NSE,INE232E01013
VENKEYS,Venky's (India) Limited,NSE,INE398A01010
VENTIVE,Ventive Hospitality Limited,NSE,INE781S01027
VENUSPIPES,Venus Pipes & Tubes Limited,NSE,INE0JA001018
VENUSREM,Venus Remedies Limited,NSE,INE411B01019
VERANDA,Veranda Learning Solutions Limited,NSE,INE0IQ001011
VERTOZ,Vertoz Limited,NSE,INE188Y01031
VESUVIUS,Vesuvius India Limited,NSE,INE386A01023
VETO,Veto Switchgears And Cables Limited,NSE,INE918N01018
VGCL,Vibrant Global Capital Limited,NSE,INE761Q01015
VGL,VARVEE GLOBAL LIMITED,NSE,INE273D01027
VGUARD,V-Guard Industries Limited,NSE,INE951I01027
VHL,Vardhman Holdings Limited,NSE,INE701A01023
VHLTD,Viceroy Hotels Limited,NSE,INE048C01025
VIDHIING,Vidhi Specialty Food Ingredients Limited,NSE,INE632C01026
VIDYAWIRES,Vidya Wires Limited,NSE,INE14UN01029
VIJAYA,Vijaya Diagnostic Centre Limited,NSE,INE043W01024
VIJIFIN,Viji Finance Limited,NSE,INE159N01027
VIJSOLX,Vijay Solvex Limited,NSE,INE362D01010
VIKASECO,Vikas EcoTech Limited,NSE,INE806A01020
VIKASLIFE,Vikas Lifecare Limited,NSE,INE161L01027
VIKRAMSOLR,Vikram Solar Limited,NSE,INE078V01014
VIKRAN,Vikran Engineering Limited,NSE,INE01R501028
VIMTALABS,Vimta Labs Limited,NSE,INE579C01029
VINATIORGA,Vinati Organics Limited,NSE,INE410B01037
VINCOFE,Vintage Coffee And Beverages Limited,NSE,INE498Q01014
VINDHYATEL,Vindhya Telelinks Limited,NSE,INE707A01012
VINEETLAB,Vineet Laboratories Limited,NSE,INE505Y01010
VINNY,Vinny Overseas Limited,NSE,INE01KI01027
VINYLINDIA,Vinyl Chemicals (India) Limited,NSE,INE250B01029
VIPCLOTHNG,VIP Clothing Limited,NSE,INE450G01024
VIPIND,VIP Industries Limited,NSE,INE054A01027
VIPULLTD,Vipul Limited,NSE,INE946H01037
VIRAT,Virat Industries Limited,NSE,INE467D01017
VIRINCHI,Virinchi Limited,NSE,INE539B01017
VIRTUALG,Virtual Global Education Limited,NSE,INE247C01023
VISACHROME,VISA Chrome Limited,NSE,INE286H01012
VISAKAIND,Visaka Industries Limited,NSE,INE392A01021
VISHAL,Vishal Fabrics Limited,NSE,INE755Q01025
VISHNU,Vishnu Chemicals Limited,NSE,INE270I01022
VISHWARAJ,Vishwaraj Sugar Industries Limited,NSE,INE430N01022
VISL,Vedanta Iron and Steel Limited,NSE,INE1CLE01013
VITAL,Vital Chemtech Limited,NSE,INE0L4K01016
VIVIANA,Viviana Power Tech Limited,NSE,INE0MEG01014
VIVIDHA,Visagar Polytex Limited,NSE,INE370E01029
VIVIMEDLAB,Vivimed Labs Limited,NSE,INE526G01021
VIVOBIOT,Vivo Bio Tech Limited,NSE,INE380K01017
VIYASH,Viyash Scientific Limited,NSE,INE807F01027
VLEGOV,VL E-Governance & IT Solutions Limited,NSE,INE03HW01020
VLSFINANCE,VLS Finance Limited,NSE,INE709A01018
VMART,V-Mart Retail Limited,NSE,INE665J01013
VMM,Vishal Mega Mart Limited,NSE,INE01EA01019
VMSTMT,VMS TMT Limited,NSE,INE0SJA01013
VOEPL,Virtuoso Optoelectronics Limited,NSE,INE0I0T01010
VOGL,Vedanta Oil and Gas Limited,NSE,INE704J01044
VOITHPAPR,Voith Paper Fabrics India Limited,NSE,INE285C01015
VOLTAMP,Voltamp Transformers Limited,NSE,INE540H01012
VOLTAS,Voltas Limited,NSE,INE226A01021
VPRPL,Vishnu Prakash R Punglia Limited,NSE,INE0AE001013
VRAJ,Vraj Iron and Steel Limited,NSE,INE0S2V01010
VRLLOG,VRL Logistics Limited,NSE,INE366I01010
VSSL,Vardhman Special Steels Limited,NSE,INE050M01012
VSTIND,VST Industries Limited,NSE,INE710A01016
VSTL,Vibhor Steel Tubes Limited,NSE,INE0QTF01015
VSTTILLERS,V.S.T Tillers Tractors Limited,NSE,INE764D01017
VTL,Vardhman Textiles Limited,NSE,INE825A01020
VTMLTD,VTM Limited,NSE,INE222F01029
WAAREEENER,Waaree Energies Limited,NSE,INE377N01017
WAAREEINDO,Indosolar Limited,NSE,INE866K01023
WAAREERTL,Waaree Renewable Technologies Limited,NSE,INE299N01021
WABAG,VA Tech Wabag Limited,NSE,INE956G01038
WAKEFIT,Wakefit Innovations Limited,NSE,INE0E7301029
WALCHANNAG,Walchandnagar Industries Limited,NSE,INE711A01022
WANBURY,Wanbury Limited,NSE,INE107F01022
WARDINMOBI,Wardwizard Innovations & Mobility Limited,NSE,INE945P01024
WATERBASE,Waterbase Limited,NSE,INE054C01015
WCIL,Western Carriers (India) Limited,NSE,INE0CJF01024
WEALTH,Wealth First Portfolio Managers Limited,NSE,INE658T01017
WEBELSOLAR,Websol Energy System Limited,NSE,INE855C01023
WEIZMANIND,Weizmann Limited,NSE,INE080A01014
WEL,Wonder Electricals Limited,NSE,INE02WG01024
WELCORP,Welspun Corp Limited,NSE,INE191B01025
WELENT,Welspun Enterprises Limited,NSE,INE625G01013
WELINV,Welspun Investments and Commercials Limited,NSE,INE389K01018
WELSPLSOL,Welspun Specialty Solutions Limited,NSE,INE731F01037
WELSPUNLIV,Welspun Living Limited,NSE,INE192B01031
WENDT,Wendt (India) Limited,NSE,INE274C01019
WESTLIFE,WESTLIFE FOODWORLD LIMITED,NSE,INE274F01020
WEWIN,WE WIN LIMITED,NSE,INE082W01014
WEWORK,WeWork India Management Limited,NSE,INE085001019
WHBRADY,WH Brady & Company Limited,NSE,INE855A01019
WHEELS,Wheels India Limited,NSE,INE715A01015
WHIRLPOOL,Whirlpool of India Limited,NSE,INE716A01013
WILLAMAGOR,Williamson Magor & Company Limited,NSE,INE210A01017
WINDLAS,Windlas Biotech Limited,NSE,INE0H5O01029
WINDMACHIN,Windsor Machines Limited,NSE,INE052A01021
WIPL,The Western India Plywoods Limited,NSE,INE215F01023
WIPRO,Wipro Limited,NSE,INE075A01022
WOCKPHARMA,Wockhardt Limited,NSE,INE049B01025
WONDERLA,Wonderla Holidays Limited,NSE,INE066O01014
WORTHPERI,Worth Peripherals Limited,NSE,INE196Y01018
WPIL,WPIL Limited,NSE,INE765D01022
WSI,W S Industries (I) Limited,NSE,INE100D01014
WSTCSTPAPR,West Coast Paper Mills Limited,NSE,INE976A01021
XCHANGING,Xchanging Solutions Limited,NSE,INE692G01013
XELPMOC,Xelpmoc Design And Tech Limited,NSE,INE01P501012
XPROINDIA,Xpro India Limited,NSE,INE445C01015
XTGLOBAL,Xtglobal Infotech Limited,NSE,INE547B01028
XTRANET,Xtranet Technologies Limited,NSE,INE0NG701011
YASHO,Yasho Industries Limited,NSE,INE616Z01012
YATHARTH,Yatharth Hospital & Trauma Care Services Limited,NSE,INE0JO301016
YATRA,Yatra Online Limited,NSE,INE0JR601024
YESBANK,Yes Bank Limited,NSE,INE528G01035
YOGI,Yogi Limited,NSE,INE290E01011
YUKEN,Yuken India Limited,NSE,INE384C01016
ZAGGLE,Zaggle Prepaid Ocean Services Limited,NSE,INE07K301024
ZEEL,Zee Entertainment Enterprises Limited,NSE,INE256A01028
ZEELEARN,Zee Learn Limited,NSE,INE565L01011
ZEEMEDIA,Zee Media Corporation Limited,NSE,INE966H01019
ZENITHEXPO,Zenith Exports Limited,NSE,INE058B01018
ZENITHSTL,Zenith Steel Pipes & Industries Limited,NSE,INE318D01020
ZENSARTECH,Zensar Technologies Limited,NSE,INE520A01027
ZENTEC,Zen Technologies Limited,NSE,INE251B01027
ZFCVINDIA,ZF Commercial Vehicle Control Systems India Limited,NSE,INE342J01019
ZFSTEERING,ZF Steering Gear (India) Limited,NSE,INE116C01012
ZIMLAB,Zim Laboratories Limited,NSE,INE518E01015
ZODIAC,Zodiac Energy Limited,NSE,INE761Y01019
ZODIACLOTH,Zodiac Clothing Company Limited,NSE,INE206B01013
ZOTA,Zota Health Care LImited,NSE,INE358U01012
ZSARACOM,Saraswati Commercial India Limited,NSE,INE967G01019
ZUARI,Zuari Agro Chemicals Limited,NSE,INE840M01016
ZUARIIND,ZUARI INDUSTRIES LIMITED,NSE,INE217A01012
ZYDUSLIFE,Zydus Lifesciences Limited,NSE,INE010B01027
ZYDUSWELL,Zydus Wellness Limited,NSE,INE768C01028
