ticker,name,exchange,yf_symbol
NATIONSTD.NS,National Standard (India) Limited,NSE,NATIONSTD.NS
NAUKRI.NS,Info Edge (India) Limited,NSE,NAUKRI.NS
NAVA.NS,NAVA LIMITED,NSE,NAVA.NS
NAVINFLUOR.NS,Navin Fluorine International Limited,NSE,NAVINFLUOR.NS
NAVKARCORP.NS,Navkar Corporation Limited,NSE,NAVKARCORP.NS
NAVKARURB.NS,Navkar Urbanstructure Limited,NSE,NAVKARURB.NS
NAVNETEDUL.NS,Navneet Education Limited,NSE,NAVNETEDUL.NS
NAZARA.NS,Nazara Technologies Limited,NSE,NAZARA.NS
NBCC.NS,NBCC (India) Limited,NSE,NBCC.NS
NBIFIN.NS,N. B. I. Industrial Finance Company Limited,NSE,NBIFIN.NS
NCC.NS,NCC Limited,NSE,NCC.NS
NCLIND.NS,NCL Industries Limited,NSE,NCLIND.NS
NDGL.NS,Naga Dhunseri Group Limited,NSE,NDGL.NS
NDL.NS,Nandan Denim Limited,NSE,NDL.NS
NDLVENTURE.NS,NDL Ventures Limited,NSE,NDLVENTURE.NS
NDRAUTO.NS,Ndr Auto Components Limited,NSE,NDRAUTO.NS
NDTV.NS,New Delhi Television Limited,NSE,NDTV.NS
NEAGI.NS,Neelamalai Agro Industries Limited,NSE,NEAGI.NS
NECCLTD.NS,North Eastern Carrying Corporation Limited,NSE,NECCLTD.NS
NECLIFE.NS,Nectar Lifesciences Limited,NSE,NECLIFE.NS
NELCAST.NS,Nelcast Limited,NSE,NELCAST.NS
NELCO.NS,NELCO Limited,NSE,NELCO.NS
NEOGEN.NS,Neogen Chemicals Limited,NSE,NEOGEN.NS
NEPHROPLUS.NS,Nephrocare Health Services Limited,NSE,NEPHROPLUS.NS
NESCO.NS,Nesco Limited,NSE,NESCO.NS
NESTLEIND.NS,Nestle India Limited,NSE,NESTLEIND.NS
NETWEB.NS,Netweb Technologies India Limited,NSE,NETWEB.NS
NETWORK18.NS,Network18 Media & Investments Limited,NSE,NETWORK18.NS
NEUEON.NS,Neueon Corporation Limited,NSE,NEUEON.NS
NEULANDLAB.NS,Neuland Laboratories Limited,NSE,NEULANDLAB.NS
NEWGEN.NS,Newgen Software Technologies Limited,NSE,NEWGEN.NS
NEXTMEDIA.NS,Next Mediaworks Limited,NSE,NEXTMEDIA.NS
NFL.NS,National Fertilizers Limited,NSE,NFL.NS
NGIL.NS,Nakoda Group of Industries Limited,NSE,NGIL.NS
NGLFINE.NS,NGL Fine-Chem Limited,NSE,NGLFINE.NS
NH.NS,Narayana Hrudayalaya Ltd.,NSE,NH.NS
NHPC.NS,NHPC Limited,NSE,NHPC.NS
NIACL.NS,The New India Assurance Company Limited,NSE,NIACL.NS
NIBE.NS,NIBE Limited,NSE,NIBE.NS
NIBL.NS,NRB Industrial Bearings Limited,NSE,NIBL.NS
NICCOPAR.NS,Nicco Parks & Resorts Limited,NSE,NICCOPAR.NS
NIITLTD.NS,NIIT Limited,NSE,NIITLTD.NS
NIITMTS.NS,NIIT Learning Systems Limited,NSE,NIITMTS.NS
NILAINFRA.NS,Nila Infrastructures Limited,NSE,NILAINFRA.NS
NILASPACES.NS,Nila Spaces Limited,NSE,NILASPACES.NS
NILE.NS,Nile Limited,NSE,NILE.NS
NILKAMAL.NS,Nilkamal Limited,NSE,NILKAMAL.NS
NIMBSPROJ.NS,Nimbus Projects Limited,NSE,NIMBSPROJ.NS
NINSYS.NS,NINtec Systems Limited,NSE,NINSYS.NS
NIPPOBATRY.NS,Indo-National Limited,NSE,NIPPOBATRY.NS
NIRAJ.NS,Niraj Cement Structurals Limited,NSE,NIRAJ.NS
NIRAJISPAT.NS,Niraj Ispat Industries Limited,NSE,NIRAJISPAT.NS
NIRLON.NS,Nirlon Limited,NSE,NIRLON.NS
NITCO.NS,Nitco Limited,NSE,NITCO.NS
NITINSPIN.NS,Nitin Spinners Limited,NSE,NITINSPIN.NS
NITIRAJ.NS,Nitiraj Engineers Limited,NSE,NITIRAJ.NS
NITTAGELA.NS,Nitta Gelatin India Limited,NSE,NITTAGELA.NS
NIVABUPA.NS,Niva Bupa Health Insurance Company Limited,NSE,NIVABUPA.NS
NKIND.NS,NK Industries Limited,NSE,NKIND.NS
NLCINDIA.NS,NLC India Limited,NSE,NLCINDIA.NS
NMDC.NS,NMDC Limited,NSE,NMDC.NS
NOCIL.NS,NOCIL Limited,NSE,NOCIL.NS
NOIDATOLL.NS,Noida Toll Bridge Company Limited,NSE,NOIDATOLL.NS
NORBTEAEXP.NS,Norben Tea & Exports Limited,NSE,NORBTEAEXP.NS
NORTHARC.NS,Northern Arc Capital Limited,NSE,NORTHARC.NS
NOVAAGRI.NS,Nova Agritech Limited,NSE,NOVAAGRI.NS
NOVARTIND.NS,Novartis India Limited,NSE,NOVARTIND.NS
NPST.NS,Network People Services Technologies Limited,NSE,NPST.NS
NRAIL.NS,N R Agarwal Industries Limited,NSE,NRAIL.NS
NRBBEARING.NS,NRB Bearing Limited,NSE,NRBBEARING.NS
NRL.NS,Nupur Recyclers Limited,NSE,NRL.NS
NSIL.NS,Nalwa Sons Investments Limited,NSE,NSIL.NS
NSLNISP.NS,NMDC Steel Limited,NSE,NSLNISP.NS
NTCIND.NS,NTC Industries Limited,NSE,NTCIND.NS
NTPC.NS,NTPC Limited,NSE,NTPC.NS
NTPCGREEN.NS,NTPC Green Energy Limited,NSE,NTPCGREEN.NS
NUCLEUS.NS,Nucleus Software Exports Limited,NSE,NUCLEUS.NS
NURECA.NS,Nureca Limited,NSE,NURECA.NS
NUVAMA.NS,Nuvama Wealth Management Limited,NSE,NUVAMA.NS
NUVOCO.NS,Nuvoco Vistas Corporation Limited,NSE,NUVOCO.NS
NYKAA.NS,FSN E-Commerce Ventures Limited,NSE,NYKAA.NS
OAL.NS,Oriental Aromatics Limited,NSE,OAL.NS
OBCL.NS,OBCL Limited,NSE,OBCL.NS
OBEROIRLTY.NS,Oberoi Realty Limited,NSE,OBEROIRLTY.NS
OCCLLTD.NS,OCCL Limited,NSE,OCCLLTD.NS
ODIGMA.NS,Odigma Consultancy Solutions Limited,NSE,ODIGMA.NS
ODYCORP.NS,Odyssey Corporation Limited,NSE,ODYCORP.NS
OFSS.NS,Oracle Financial Services Software Limited,NSE,OFSS.NS
OIL.NS,Oil India Limited,NSE,OIL.NS
OILCOUNTUB.NS,Oil Country Tubular Limited,NSE,OILCOUNTUB.NS
OLAELEC.NS,Ola Electric Mobility Limited,NSE,OLAELEC.NS
OLECTRA.NS,Olectra Greentech Limited,NSE,OLECTRA.NS
OMAXAUTO.NS,Omax Autos Limited,NSE,OMAXAUTO.NS
OMAXE.NS,Omaxe Limited,NSE,OMAXE.NS
OMFREIGHT.NS,Om Freight Forwarders Limited,NSE,OMFREIGHT.NS
OMINFRAL.NS,OM INFRA LIMITED,NSE,OMINFRAL.NS
OMNI.NS,Omnitech Engineering Limited,NSE,OMNI.NS
OMPOWER.NS,Om Power Transmission Limited,NSE,OMPOWER.NS
ONEGLOBAL.NS,One Global Service Provider Limited,NSE,ONEGLOBAL.NS
ONELIFECAP.NS,Onelife Capital Advisors Limited,NSE,ONELIFECAP.NS
ONEPOINT.NS,One Point One Solutions Limited,NSE,ONEPOINT.NS
ONESOURCE.NS,Onesource Specialty Pharma Limited,NSE,ONESOURCE.NS
ONGC.NS,Oil & Natural Gas Corporation Limited,NSE,ONGC.NS
ONIDA.NS,Onida Electronics Limited,NSE,ONIDA.NS
ONIXSOLAR.NS,Onix Solar Energy Limited,NSE,ONIXSOLAR.NS
ONMOBILE.NS,OnMobile Global Limited,NSE,ONMOBILE.NS
ONWARDTEC.NS,Onward Technologies Limited,NSE,ONWARDTEC.NS
OPTIEMUS.NS,Optiemus Infracom Limited,NSE,OPTIEMUS.NS
OPTIFIN.NS,Optimus Finance Limited,NSE,OPTIFIN.NS
ORBTEXP.NS,Orbit Exports Limited,NSE,ORBTEXP.NS
ORCHASP.NS,Orchasp Limited,NSE,ORCHASP.NS
ORCHPHARMA.NS,Orchid Pharma Limited,NSE,ORCHPHARMA.NS
ORICONENT.NS,Oricon Enterprises Limited,NSE,ORICONENT.NS
ORIENTALTL.NS,Oriental Trimex Limited,NSE,ORIENTALTL.NS
ORIENTBELL.NS,Orient Bell Limited,NSE,ORIENTBELL.NS
ORIENTCEM.NS,Orient Cement Limited,NSE,ORIENTCEM.NS
ORIENTCER.NS,ORIENT CERATECH LIMITED,NSE,ORIENTCER.NS
ORIENTELEC.NS,Orient Electric Limited,NSE,ORIENTELEC.NS
ORIENTHOT.NS,Oriental Hotels Limited,NSE,ORIENTHOT.NS
ORIENTLTD.NS,Orient Press Limited,NSE,ORIENTLTD.NS
ORIENTPPR.NS,Orient Paper & Industries Limited,NSE,ORIENTPPR.NS
ORIENTTECH.NS,Orient Technologies Limited,NSE,ORIENTTECH.NS
ORIRAIL.NS,Oriental Rail Infrastructure Limited,NSE,ORIRAIL.NS
ORISSAMINE.NS,The Orissa Minerals Development Company Limited,NSE,ORISSAMINE.NS
ORKLAINDIA.NS,Orkla India Limited,NSE,ORKLAINDIA.NS
ORTINGLOBE.NS,ORTIN GLOBAL LIMITED,NSE,ORTINGLOBE.NS
OSIAHYPER.NS,Osia Hyper Retail Limited,NSE,OSIAHYPER.NS
OSWALAGRO.NS,Oswal Agro Mills Limited,NSE,OSWALAGRO.NS
OSWALGREEN.NS,Oswal Greentech Limited,NSE,OSWALGREEN.NS
OSWALPUMPS.NS,Oswal Pumps Limited,NSE,OSWALPUMPS.NS
OSWALSEEDS.NS,ShreeOswal Seeds And Chemicals Limited,NSE,OSWALSEEDS.NS
PACEDIGITK.NS,Pace Digitek Limited,NSE,PACEDIGITK.NS
PACIFICI.NS,Pacific Industries Limited,NSE,PACIFICI.NS
PAGEIND.NS,Page Industries Limited,NSE,PAGEIND.NS
PAISALO.NS,Paisalo Digital Limited,NSE,PAISALO.NS
PAKKA.NS,PAKKA LIMITED,NSE,PAKKA.NS
PALASHSECU.NS,Palash Securities Limited,NSE,PALASHSECU.NS
PALREDTEC.NS,Palred Technologies Limited,NSE,PALREDTEC.NS
PANACEABIO.NS,Panacea Biotec Limited,NSE,PANACEABIO.NS
PANACHE.NS,Panache Digilife Limited,NSE,PANACHE.NS
PANAMAPET.NS,Panama Petrochem Limited,NSE,PANAMAPET.NS
PANCHMAHQ.NS,Panchmahal Steel Limited,NSE,PANCHMAHQ.NS
PANORAMA.NS,Panorama Studios International Limited,NSE,PANORAMA.NS
PANSARI.NS,Pansari Developers Limited,NSE,PANSARI.NS
PAR.NS,Par Drugs And Chemicals Limited,NSE,PAR.NS
PARACABLES.NS,Paramount Communications Limited,NSE,PARACABLES.NS
PARADEEP.NS,Paradeep Phosphates Limited,NSE,PARADEEP.NS
PARAGMILK.NS,Parag Milk Foods Limited,NSE,PARAGMILK.NS
PARAS.NS,Paras Defence and Space Technologies Limited,NSE,PARAS.NS
PARASPETRO.NS,Paras Petrofils Limited,NSE,PARASPETRO.NS
PARIN.NS,Parin Enterprises Limited,NSE,PARIN.NS
PARKHOSPS.NS,Park Medi World Limited,NSE,PARKHOSPS.NS
PARKHOTELS.NS,Apeejay Surrendra Park Hotels Limited,NSE,PARKHOTELS.NS
PARNAXLAB.NS,Parnax Lab Limited,NSE,PARNAXLAB.NS
PARSVNATH.NS,Parsvnath Developers Limited,NSE,PARSVNATH.NS
PASHUPATI.NS,Pashupati Cotspin Limited,NSE,PASHUPATI.NS
PASUPTAC.NS,Pasupati Acrylon Limited,NSE,PASUPTAC.NS
PATANJALI.NS,Patanjali Foods Limited,NSE,PATANJALI.NS
PATELENG.NS,Patel Engineering Limited,NSE,PATELENG.NS
PATELRMART.NS,Patel Retail Limited,NSE,PATELRMART.NS
PATINTLOG.NS,Patel Integrated Logistics Limited,NSE,PATINTLOG.NS
PAUSHAKLTD.NS,Paushak Limited,NSE,PAUSHAKLTD.NS
PAVNAIND.NS,Pavna Industries Limited,NSE,PAVNAIND.NS
PAYTM.NS,One 97 Communications Limited,NSE,PAYTM.NS
PBMPOLY.NS,PBM Polytex Limited,NSE,PBMPOLY.NS
PCBL.NS,PCBL Chemical Limited,NSE,PCBL.NS
PCJEWELLER.NS,PC Jeweller Limited,NSE,PCJEWELLER.NS
PDMJEPAPER.NS,Pudumjee Paper Products Limited,NSE,PDMJEPAPER.NS
PDSL.NS,PDS Limited,NSE,PDSL.NS
PEARLPOLY.NS,Pearl Polymers Limited,NSE,PEARLPOLY.NS
PENIND.NS,Pennar Industries Limited,NSE,PENIND.NS
PENINLAND.NS,Peninsula Land Limited,NSE,PENINLAND.NS
PERMAGN.NS,Permanent Magnets Limited,NSE,PERMAGN.NS
PERNIASPOP.NS,Purple Style Labs Limited,NSE,PERNIASPOP.NS
PERSISTENT.NS,Persistent Systems Limited,NSE,PERSISTENT.NS
PETRONET.NS,Petronet LNG Limited,NSE,PETRONET.NS
PFC.NS,Power Finance Corporation Limited,NSE,PFC.NS
PFIZER.NS,Pfizer Limited,NSE,PFIZER.NS
PFOCUS.NS,Prime Focus Limited,NSE,PFOCUS.NS
PFS.NS,PTC India Financial Services Limited,NSE,PFS.NS
PGEL.NS,PG Electroplast Limited,NSE,PGEL.NS
PGHH.NS,Procter & Gamble Hygiene and Health Care Limited,NSE,PGHH.NS
PGHL.NS,Procter & Gamble Health Limited,NSE,PGHL.NS
PGIL.NS,Pearl Global Industries Limited,NSE,PGIL.NS
PHOENIXLTD.NS,The Phoenix Mills Limited,NSE,PHOENIXLTD.NS
PHOENXINTL.NS,Phoenix International Limited,NSE,PHOENXINTL.NS
PICCADIL.NS,Piccadily Agro Industries Limited,NSE,PICCADIL.NS
PIDILITIND.NS,Pidilite Industries Limited,NSE,PIDILITIND.NS
PIGL.NS,Power & Instrumentation (Gujarat) Limited,NSE,PIGL.NS
PIIND.NS,PI Industries Limited,NSE,PIIND.NS
PILANIINVS.NS,Pilani Investment and Industries Corporation Limited,NSE,PILANIINVS.NS
PILITA.NS,PIL ITALICA LIFESTYLE LIMITED,NSE,PILITA.NS
PINELABS.NS,Pine Labs Limited,NSE,PINELABS.NS
PIONEEREMB.NS,Pioneer Embroideries Limited,NSE,PIONEEREMB.NS
PIONRINV.NS,Pioneer Investcorp Limited,NSE,PIONRINV.NS
PIRAMALFIN.NS,Piramal Finance Limited,NSE,PIRAMALFIN.NS
PITTIENG.NS,Pitti Engineering Limited,NSE,PITTIENG.NS
PIXTRANS.NS,Pix Transmissions Limited,NSE,PIXTRANS.NS
PKTEA.NS,The Peria Karamalai Tea & Produce Company Limited,NSE,PKTEA.NS
PLASTIBLEN.NS,Plastiblends India Limited,NSE,PLASTIBLEN.NS
PLATIND.NS,Platinum Industries Limited,NSE,PLATIND.NS
PLAZACABLE.NS,Plaza Wires Limited,NSE,PLAZACABLE.NS
PML.NS,Paul Merchants Limited,NSE,PML.NS
PNB.NS,Punjab National Bank,NSE,PNB.NS
PNBGILTS.NS,PNB Gilts Limited,NSE,PNBGILTS.NS
PNBHOUSING.NS,PNB Housing Finance Limited,NSE,PNBHOUSING.NS
PNC.NS,PNC Media and Entertainment Limited,NSE,PNC.NS
PNCINFRA.NS,PNC Infratech Limited,NSE,PNCINFRA.NS
PNGJL.NS,P N Gadgil Jewellers Limited,NSE,PNGJL.NS
PNGSREVA.NS,PNGS Reva Diamond Jewellery Limited,NSE,PNGSREVA.NS
POCL.NS,Pondy Oxides & Chemicals Limited,NSE,POCL.NS
PODDARMENT.NS,Poddar Pigments Limited,NSE,PODDARMENT.NS
POEL.NS,POCL Enterprises Limited,NSE,POEL.NS
POKARNA.NS,Pokarna Limited,NSE,POKARNA.NS
POLICYBZR.NS,PB Fintech Limited,NSE,POLICYBZR.NS
POLYCAB.NS,Polycab India Limited,NSE,POLYCAB.NS
POLYMED.NS,Poly Medicure Limited,NSE,POLYMED.NS
POLYPLEX.NS,Polyplex Corporation Limited,NSE,POLYPLEX.NS
POLYSPIN.NS,Polyspin Exports Limited,NSE,POLYSPIN.NS
PONNIERODE.NS,Ponni Sugars (Erode) Limited,NSE,PONNIERODE.NS
POONAWALLA.NS,Poonawalla Fincorp Limited,NSE,POONAWALLA.NS
POWERGRID.NS,Power Grid Corporation of India Limited,NSE,POWERGRID.NS
POWERICA.NS,Powerica Limited,NSE,POWERICA.NS
POWERINDIA.NS,Hitachi Energy India Limited,NSE,POWERINDIA.NS
POWERMECH.NS,Power Mech Projects Limited,NSE,POWERMECH.NS
PPAP.NS,PPAP Automotive Limited,NSE,PPAP.NS
PPL.NS,Prakash Pipes Limited,NSE,PPL.NS
PPLPHARMA.NS,Piramal Pharma Limited,NSE,PPLPHARMA.NS
PRABHA.NS,Prabha Energy Limited,NSE,PRABHA.NS
PRADPME.NS,Pradeep Metals Limited,NSE,PRADPME.NS
PRAENG.NS,Prajay Engineers Syndicate Limited,NSE,PRAENG.NS
PRAJIND.NS,Praj Industries Limited,NSE,PRAJIND.NS
PRAKASH.NS,Prakash Industries Limited,NSE,PRAKASH.NS
PRAKASHSTL.NS,Prakash Steelage Limited,NSE,PRAKASHSTL.NS
PRANAV.NS,Pranav Constructions Limited,NSE,PRANAV.NS
PRASOLCHEM.NS,Prasol Chemicals Limited,NSE,PRASOLCHEM.NS
PRAVEG.NS,Praveg Limited,NSE,PRAVEG.NS
PRAXIS.NS,Praxis Home Retail Limited,NSE,PRAXIS.NS
PRECAM.NS,Precision Camshafts Limited,NSE,PRECAM.NS
PRECOT.NS,Precot Limited,NSE,PRECOT.NS
PRECWIRE.NS,Precision Wires India Limited,NSE,PRECWIRE.NS
PREMCO.NS,Premco Global Limited,NSE,PREMCO.NS
PREMEXPLN.NS,Premier Explosives Limited,NSE,PREMEXPLN.NS
PREMIER.NS,Premier Limited,NSE,PREMIER.NS
PREMIERENE.NS,Premier Energies Limited,NSE,PREMIERENE.NS
PREMIERPOL.NS,Premier Polyfilm Limited,NSE,PREMIERPOL.NS
PRESTIGE.NS,Prestige Estates Projects Limited,NSE,PRESTIGE.NS
PRICOLLTD.NS,Pricol Limited,NSE,PRICOLLTD.NS
PRIMESECU.NS,Prime Securities Limited,NSE,PRIMESECU.NS
PRIMO.NS,Primo Chemicals Limited,NSE,PRIMO.NS
PRINCEPIPE.NS,Prince Pipes And Fittings Limited,NSE,PRINCEPIPE.NS
PRIORITY.NS,Priority Jewels Limited,NSE,PRIORITY.NS
PRISMX.NS,Prismx Global Ventures Limited,NSE,PRISMX.NS
PRITI.NS,Priti International Limited,NSE,PRITI.NS
PRITIKAUTO.NS,Pritika Auto Industries Limited,NSE,PRITIKAUTO.NS
PRIVISCL.NS,Privi Speciality Chemicals Limited,NSE,PRIVISCL.NS
PROSTARM.NS,Prostarm Info Systems Limited,NSE,PROSTARM.NS
PROTEAN.NS,Protean eGov Technologies Limited,NSE,PROTEAN.NS
PROZONER.NS,Prozone Realty Limited,NSE,PROZONER.NS
PRSMJOHNSN.NS,Prism Johnson Limited,NSE,PRSMJOHNSN.NS
PRUDENT.NS,Prudent Corporate Advisory Services Limited,NSE,PRUDENT.NS
PRUDMOULI.NS,Prudential Sugar Corporation Limited,NSE,PRUDMOULI.NS
PSB.NS,Punjab & Sind Bank,NSE,PSB.NS
PSPPROJECT.NS,PSP Projects Limited,NSE,PSPPROJECT.NS
PTC.NS,PTC India Limited,NSE,PTC.NS
PTCIL.NS,PTC Industries Limited,NSE,PTCIL.NS
PTL.NS,PTL Enterprises Limited,NSE,PTL.NS
PUNJABCHEM.NS,Punjab Chemicals & Crop Protection Limited,NSE,PUNJABCHEM.NS
PURVA.NS,Puravankara Limited,NSE,PURVA.NS
PVP.NS,PVP Ventures Limited,NSE,PVP.NS
PVRINOX.NS,PVR INOX Limited,NSE,PVRINOX.NS
PVSL.NS,Popular Vehicles and Services Limited,NSE,PVSL.NS
PWL.NS,Physicswallah Limited,NSE,PWL.NS
PYRAMID.NS,Pyramid Technoplast Limited,NSE,PYRAMID.NS
QMSMEDI.NS,QMS Medical Allied Services Limited,NSE,QMSMEDI.NS
QPOWER.NS,Quality Power Electrical Equipments Limited,NSE,QPOWER.NS
QUADFUTURE.NS,Quadrant Future Tek Limited,NSE,QUADFUTURE.NS
QUESS.NS,Quess Corp Limited,NSE,QUESS.NS
QUICKHEAL.NS,Quick Heal Technologies Limited,NSE,QUICKHEAL.NS
QUINT.NS,Quint Digital Limited,NSE,QUINT.NS
RACE.NS,Race Eco Chain Limited,NSE,RACE.NS
RACLGEAR.NS,RACL Geartech Limited,NSE,RACLGEAR.NS
RADAAN.NS,Radaan Mediaworks India Limited,NSE,RADAAN.NS
RADHIKAJWE.NS,Radhika Jeweltech Limited,NSE,RADHIKAJWE.NS
RADIANTCMS.NS,Radiant Cash Management Services Limited,NSE,RADIANTCMS.NS
RADICO.NS,Radico Khaitan Limited,NSE,RADICO.NS
RADIOCITY.NS,Music Broadcast Limited,NSE,RADIOCITY.NS
RAILTEL.NS,Railtel Corporation Of India Limited,NSE,RAILTEL.NS
RAIN.NS,Rain Industries Limited,NSE,RAIN.NS
RAINBOW.NS,Rainbow Childrens Medicare Limited,NSE,RAINBOW.NS
RAJESHEXPO.NS,Rajesh Exports Limited,NSE,RAJESHEXPO.NS
RAJMET.NS,Rajnandini Metal Limited,NSE,RAJMET.NS
RAJOOENG.NS,Rajoo Engineers Limited,NSE,RAJOOENG.NS
RAJPALAYAM.NS,Rajapalayam Mills Limited,NSE,RAJPALAYAM.NS
RAJRATAN.NS,Rajratan Global Wire Limited,NSE,RAJRATAN.NS
RAJRILTD.NS,Raj Rayon Industries Limited,NSE,RAJRILTD.NS
RAJSREESUG.NS,Rajshree Sugars & Chemicals Limited,NSE,RAJSREESUG.NS
RAJTV.NS,Raj Television Network Limited,NSE,RAJTV.NS
RALLIS.NS,Rallis India Limited,NSE,RALLIS.NS
RAMANEWS.NS,Shree Rama Newsprint Limited,NSE,RAMANEWS.NS
RAMAPHO.NS,Rama Phosphates Limited,NSE,RAMAPHO.NS
RAMASTEEL.NS,Rama Steel Tubes Limited,NSE,RAMASTEEL.NS
RAMBHAJO.NS,Advit Jewels Limited,NSE,RAMBHAJO.NS
RAMCOCEM.NS,The Ramco Cements Limited,NSE,RAMCOCEM.NS
RAMCOIND.NS,Ramco Industries Limited,NSE,RAMCOIND.NS
RAMCOSYS.NS,Ramco Systems Limited,NSE,RAMCOSYS.NS
RAMKY.NS,Ramky Infrastructure Limited,NSE,RAMKY.NS
RAMRAT.NS,Ram Ratna Wires Limited,NSE,RAMRAT.NS
RANASUG.NS,Rana Sugars Limited,NSE,RANASUG.NS
RANEHOLDIN.NS,Rane Holdings Limited,NSE,RANEHOLDIN.NS
RATEGAIN.NS,Rategain Travel Technologies Limited,NSE,RATEGAIN.NS
RATNAMANI.NS,Ratnamani Metals & Tubes Limited,NSE,RATNAMANI.NS
RATNAVEER.NS,Ratnaveer Precision Engineering Limited,NSE,RATNAVEER.NS
RAYMOND.NS,Raymond Limited,NSE,RAYMOND.NS
RAYMONDLSL.NS,Raymond Lifestyle Limited,NSE,RAYMONDLSL.NS
RAYMONDREL.NS,Raymond Realty Limited,NSE,RAYMONDREL.NS
RBA.NS,Restaurant Brands Asia Limited,NSE,RBA.NS
RBLBANK.NS,RBL Bank Limited,NSE,RBLBANK.NS
RBZJEWEL.NS,RBZ Jewellers Limited,NSE,RBZJEWEL.NS
RCF.NS,Rashtriya Chemicals and Fertilizers Limited,NSE,RCF.NS
RCOM.NS,Reliance Communications Limited,NSE,RCOM.NS
RECLTD.NS,REC Limited,NSE,RECLTD.NS
REDINGTON.NS,Redington Limited,NSE,REDINGTON.NS
REDTAPE.NS,Redtape Limited,NSE,REDTAPE.NS
REFEX.NS,Refex Industries Limited,NSE,REFEX.NS
REGAAL.NS,Regaal Resources Limited,NSE,REGAAL.NS
REGENCERAM.NS,Regency Ceramics Limited,NSE,REGENCERAM.NS
RELAXO.NS,Relaxo Footwears Limited,NSE,RELAXO.NS
RELCHEMQ.NS,Reliance Chemotex Industries Limited,NSE,RELCHEMQ.NS
RELIABLE.NS,Reliable Data Services Limited,NSE,RELIABLE.NS
RELIANCE.NS,Reliance Industries Limited,NSE,RELIANCE.NS
RELIGARE.NS,Religare Enterprises Limited,NSE,RELIGARE.NS
RELINFRA.NS,Reliance Infrastructure Limited,NSE,RELINFRA.NS
RELTD.NS,Ravindra Energy Limited,NSE,RELTD.NS
REMSONSIND.NS,Remsons Industries Limited,NSE,REMSONSIND.NS
RENTOMOJO.NS,Rentomojo Limited,NSE,RENTOMOJO.NS
RENUKA.NS,Shree Renuka Sugars Limited,NSE,RENUKA.NS
REPCOHOME.NS,Repco Home Finance Limited,NSE,REPCOHOME.NS
REPL.NS,Rudrabhishek Enterprises Limited,NSE,REPL.NS
REPRO.NS,Repro India Limited,NSE,REPRO.NS
RESPONIND.NS,Responsive Industries Limited,NSE,RESPONIND.NS
RETAIL.NS,JHS Svendgaard Retail Ventures Limited,NSE,RETAIL.NS
RGL.NS,Renaissance Global Limited,NSE,RGL.NS
RHETAN.NS,Rhetan TMT Limited,NSE,RHETAN.NS
RHFL.NS,Reliance Home Finance Limited,NSE,RHFL.NS
RHIM.NS,RHI MAGNESITA INDIA LIMITED,NSE,RHIM.NS
RHL.NS,Robust Hotels Limited,NSE,RHL.NS
RICOAUTO.NS,Rico Auto Industries Limited,NSE,RICOAUTO.NS
RIIL.NS,Reliance Industrial Infrastructure Limited,NSE,RIIL.NS
RIR.NS,RIR Power Electronics Limited,NSE,RIR.NS
RISHABH.NS,Rishabh Instruments Limited,NSE,RISHABH.NS
RITCO.NS,Ritco Logistics Limited,NSE,RITCO.NS
RITES.NS,RITES Limited,NSE,RITES.NS
RKDL.NS,Ravi Kumar Distilleries Limited,NSE,RKDL.NS
RKEC.NS,RKEC Projects Limited,NSE,RKEC.NS
RKFORGE.NS,Ramkrishna Forgings Limited,NSE,RKFORGE.NS
RKSWAMY.NS,R K Swamy Limited,NSE,RKSWAMY.NS
RMC.NS,RMC Switchgears Limited,NSE,RMC.NS
RMDRIP.NS,R M Drip and Sprinklers Systems Limited,NSE,RMDRIP.NS
RML.NS,Rane (Madras) Limited,NSE,RML.NS
RNBDENIMS.NS,R&B Denims Limited,NSE,RNBDENIMS.NS
ROHLTD.NS,Royal Orchid Hotels Limited,NSE,ROHLTD.NS
ROLEXRINGS.NS,Rolex Rings Limited,NSE,ROLEXRINGS.NS
ROLLT.NS,Rollatainers Limited,NSE,ROLLT.NS
ROML.NS,Raj Oil Mills Limited,NSE,ROML.NS
ROSSARI.NS,Rossari Biotech Limited,NSE,ROSSARI.NS
ROSSELLIND.NS,Rossell India Limited,NSE,ROSSELLIND.NS
ROSSTECH.NS,Rossell Techsys Limited,NSE,ROSSTECH.NS
ROTO.NS,Roto Pumps Limited,NSE,ROTO.NS
ROUTE.NS,ROUTE MOBILE LIMITED,NSE,ROUTE.NS
RPEL.NS,Raghav Productivity Enhancers Limited,NSE,RPEL.NS
RPGLIFE.NS,RPG Life Sciences Limited,NSE,RPGLIFE.NS
RPOWER.NS,Reliance Power Limited,NSE,RPOWER.NS
RPPINFRA.NS,R.P.P. Infra Projects Limited,NSE,RPPINFRA.NS
RPPL.NS,Rajshree Polypack Limited,NSE,RPPL.NS
RPSGVENT.NS,RPSG VENTURES LIMITED,NSE,RPSGVENT.NS
RPTECH.NS,Rashi Peripherals Limited,NSE,RPTECH.NS
RRECL.NS,RDB Real Estate Constructions Limited,NSE,RRECL.NS
RRIL.NS,RRIL Limited,NSE,RRIL.NS
RRKABEL.NS,R R Kabel Limited,NSE,RRKABEL.NS
RSDFIN.NS,RSD Finance Limited,NSE,RSDFIN.NS
RSL.NS,Rajputana Stainless Limited,NSE,RSL.NS
